Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Javonte Green\greenja02,SG,26,BOS,48,2,468,6.5,13,0.5,0.9,3.4,0.273,5.6,9.6,0.581,2.9,4.3,0.667,2.5,7.1,9.6,2.7,2.5,0.8,2.4,4.4,16.8,,110,106
Jeff Green\greenje02,PF-C,33,TOT,48,4,960,7.9,17.1,0.462,3.1,9.1,0.339,4.8,8,0.602,3.6,4.5,0.802,1.2,5.4,6.6,2.5,1.3,0.9,2.1,4.4,22.5,,114,111
Jeff Green\greenje02,PF,33,UTA,30,2,553,6.6,17.2,0.385,3,9.2,0.327,3.6,8,0.451,4.3,5.5,0.778,1.2,5.9,7.1,1.8,1.1,0.9,2.4,4,20.5,,101,111
Jeff Green\greenje02,C,33,HOU,18,2,407,9.6,16.9,0.564,3.2,9,0.354,6.4,8,0.8,2.7,3.2,0.857,1.1,4.8,5.9,3.4,1.6,1,1.7,4.9,25,,131,112
Blake Griffin\griffbl01,PF,30,DET,18,18,512,8.5,24,0.352,2.6,10.7,0.243,5.9,13.4,0.439,7.3,9.4,0.776,1.6,6.4,8.1,5.7,0.7,0.7,3.8,2.6,26.8,,97,115
Marko Guduric\gudurma01,SG,24,MEM,44,0,484,6,15.1,0.395,2.4,8,0.301,3.6,7.1,0.5,2.3,2.5,0.923,1.4,5.7,7,4.3,1.2,0.8,3.5,3.3,16.7,,97,112
Kyle Guy\guyky01,SG,22,SAC,3,0,10,9.7,24.3,0.4,0,14.6,0,9.7,9.7,1,0,0,,0,4.9,4.9,4.9,0,0,0,4.9,19.4,,92,118
Rui Hachimura\hachiru01,PF,21,WAS,48,48,1444,8.2,17.6,0.466,0.8,2.8,0.287,7.4,14.8,0.5,3.8,4.5,0.829,2.5,7,9.5,2.8,1.2,0.3,1.7,3.4,21,,110,117
Devon Hall\hallde01,PG,24,OKC,11,0,81,3.6,18,0.2,2.4,10.2,0.235,1.2,7.8,0.154,2.4,4.8,0.5,1.2,3,4.2,7.8,2.4,0.6,3,3.6,12,,74,110
Donta Hall\halldo01,C-PF,22,TOT,9,0,133,5.4,7.9,0.682,0,0,,5.4,7.9,0.682,3.2,6.5,0.5,5.1,8.7,13.7,1.4,1.1,2.2,1.8,8.3,14.1,,125,109
Donta Hall\halldo01,PF,22,DET,4,0,48,1,4.1,0.25,0,0,,1,4.1,0.25,4.1,6.1,0.667,6.1,9.2,15.4,2,1,1,2,9.2,6.1,,111,112
Donta Hall\halldo01,C,22,BRK,5,0,85,7.8,10,0.778,0,0,,7.8,10,0.778,2.8,6.7,0.417,4.5,8.4,12.8,1.1,1.1,2.8,1.7,7.8,18.4,,131,107
Dusty Hannahs\hannadu01,SG,26,MEM,2,0,13,14.4,32.3,0.444,7.2,10.8,0.667,7.2,21.5,0.333,7.2,7.2,1,0,3.6,3.6,0,0,0,0,3.6,43.1,,120,117
Tim Hardaway Jr.\hardati02,SG,27,DAL,71,58,2091,8.9,20.4,0.434,4.7,11.9,0.398,4.2,8.6,0.485,3.4,4.2,0.819,0.6,4.8,5.4,3.2,0.9,0.1,1.6,2.9,25.9,,116,115
James Harden\hardeja01,SG,30,HOU,68,68,2483,12.5,28.2,0.444,5.6,15.7,0.355,7,12.5,0.556,12.9,14.9,0.865,1.3,7,8.3,9.5,2.3,1.1,5.7,4.2,43.5,,120,108
Maurice Harkless\harklma01,PF-SF,26,TOT,62,48,1427,4.7,9.4,0.502,1.1,3.3,0.347,3.6,6.2,0.584,1.3,2.2,0.591,1.8,6.2,8,2.3,1.9,1.1,1.8,4.9,11.9,,110,108
Maurice Harkless\harklma01,PF,26,LAC,50,38,1141,4.6,9,0.516,1.1,3,0.37,3.5,6,0.59,1,1.7,0.571,1.9,6.3,8.3,2,2,1.2,1.9,5,11.4,,109,107
Maurice Harkless\harklma01,SF,26,NYK,12,10,286,5.1,11.2,0.455,1.2,4.3,0.28,3.9,7,0.561,2.6,4.1,0.625,1.4,5.4,6.8,3.4,1.5,0.5,1.2,4.8,14,,114,114
Jared Harper\harpeja01,PG,22,PHO,3,0,8,5.9,23.7,0.25,0,11.8,0,5.9,11.8,0.5,0,0,,0,0,0,0,0,0,0,0,11.8,,54,120
Montrezl Harrell\harremo01,C,26,LAC,63,2,1749,12.7,21.9,0.58,0,0.5,0,12.7,21.5,0.593,6.2,9.5,0.658,4.4,7.6,12,2.9,1.1,1.9,2.9,3.9,31.7,,119,107
Gary Harris\harriga01,SG,25,DEN,56,55,1780,6.1,14.4,0.42,1.9,5.8,0.333,4.1,8.6,0.479,2.1,2.6,0.815,0.7,3.8,4.5,3.3,2.1,0.4,1.7,3.2,16.1,,105,113
Joe Harris\harrijo01,SF,28,BRK,69,69,2123,8.5,17.5,0.486,3.8,9,0.424,4.7,8.4,0.553,1.4,2,0.719,1.4,5.2,6.6,3.2,0.9,0.4,2.3,3.5,22.2,,114,112
Tobias Harris\harrito02,PF,27,PHI,72,72,2469,10.9,23,0.471,2.6,7,0.367,8.3,16,0.517,3.4,4.2,0.806,1.4,8.4,9.7,4.5,1,0.8,2,3.2,27.7,,113,110
Shaquille Harrison\harrish01,SG,26,CHI,43,10,484,7.7,16.4,0.467,1.6,4.2,0.381,6.1,12.2,0.496,3.9,5,0.78,2.2,6.4,8.6,4.9,3.4,1.9,1.9,5.5,20.8,,116,105
Josh Hart\hartjo01,SF,24,NOP,65,16,1755,5.9,14,0.423,3.2,9.3,0.342,2.7,4.7,0.584,2.2,3,0.739,1.6,9.6,11.2,2.8,1.7,0.6,2,4.2,17.3,,110,111
Isaiah Hartenstein\harteis01,C,21,HOU,23,2,266,7.7,11.7,0.657,0,0.9,0,7.7,10.8,0.71,3.3,4.9,0.679,5,10.6,15.7,3.1,1.6,2.1,2.8,7.1,18.6,,128,107
Udonis Haslem\hasleud01,C,39,MIA,4,1,44,4.4,12.2,0.364,1.1,3.3,0.333,3.3,8.9,0.375,3.3,4.4,0.75,1.1,16.6,17.7,1.1,0,0,1.1,6.7,13.3,,97,109
Jaxson Hayes\hayesja02,C,19,NOP,64,14,1080,7.5,11.1,0.672,0,0.2,0.25,7.4,10.9,0.678,5.3,8.1,0.647,4.2,6.9,11.1,2.4,1.1,2.4,2.3,6.9,20.2,,131,111
Gordon Hayward\haywago01,SF,29,BOS,52,52,1740,9.7,19.4,0.5,2.4,6.2,0.383,7.4,13.3,0.554,3.4,4,0.855,1.5,8.1,9.7,5.9,1.1,0.6,2.7,2.7,25.2,,118,109
John Henson\hensojo01,C,29,TOT,40,8,600,7.7,13.9,0.556,0.7,2.9,0.222,7.1,11,0.644,1.9,3.7,0.5,3.7,9.4,13.2,4.4,2,3.4,2.9,6.3,18,,112,109
John Henson\hensojo01,C,29,CLE,29,2,412,7.2,14.2,0.508,0.7,3.7,0.194,6.5,10.5,0.618,2,3.9,0.515,3.8,9.7,13.5,5.1,1.9,3.8,2.5,6.5,17.1,,112,109
John Henson\hensojo01,C,29,DET,11,6,188,8.9,13.3,0.667,0.5,1.3,0.4,8.4,12,0.696,1.6,3.4,0.462,3.7,8.9,12.6,2.9,2.1,2.6,3.9,6,19.9,,112,108
Dewan Hernandez\hernade01,C,23,TOR,6,0,28,8.5,23.8,0.357,1.7,3.4,0.5,6.8,20.4,0.333,5.1,8.5,0.6,8.5,15.3,23.8,5.1,1.7,0,5.1,10.2,23.8,,95,101
Juan Hernangómez\hernaju01,PF,24,TOT,48,14,833,5.7,14.2,0.405,2.5,7.4,0.341,3.2,6.8,0.475,2.5,4.1,0.62,2.5,8.9,11.3,2.3,1.1,0.5,1.8,3.7,16.6,,105,113
Juan Hernangómez\hernaju01,PF,24,DEN,34,0,422,4.5,12.9,0.345,1.8,7,0.25,2.7,5.9,0.46,1.9,2.9,0.64,2.8,8.3,11.1,2.6,0.6,0.6,2.1,3.4,12.5,,95,113
Juan Hernangómez\hernaju01,PF,24,MIN,14,14,411,7,15.5,0.453,3.3,7.8,0.42,3.7,7.7,0.485,3.2,5.2,0.609,2.1,9.4,11.5,2,1.6,0.5,1.6,4,20.4,,114,112
Willy Hernangómez\hernawi01,C,25,CHO,31,0,375,9.9,18.6,0.532,0.7,2.9,0.227,9.2,15.6,0.59,4.9,7.9,0.627,5.7,12.2,17.9,3.9,1.3,0.9,4,4.3,25.4,,110,110
Tyler Herro\herroty01,SG,20,MIA,55,8,1508,8.7,20.4,0.428,3.8,9.6,0.389,5,10.8,0.462,2.8,3.2,0.87,0.5,6.7,7.3,3.9,1.1,0.3,2.8,2.5,24.1,,103,112
Kevin Hervey\herveke01,PF,23,OKC,10,0,52,6.5,25.2,0.259,2.8,18.7,0.15,3.7,6.5,0.571,0,0,,0.9,10.3,11.2,4.7,0.9,0.9,0,3.7,15.9,,78,109
Mario Hezonja\hezonma01,PF,24,POR,53,4,871,5,11.9,0.422,1.3,4.3,0.308,3.7,7.7,0.486,2.6,3.2,0.814,1.6,8.4,10.1,2.7,2,0.5,2.3,5.9,14,,104,113
Buddy Hield\hieldbu01,SG,27,SAC,72,44,2216,10.9,25.4,0.429,5.9,15.1,0.394,5,10.4,0.479,2.5,3,0.846,1.2,5.9,7.2,4.7,1.4,0.4,3.7,3.6,30.3,,106,114
George Hill\hillge01,PG,33,MIL,59,2,1271,7,13.5,0.516,2.9,6.3,0.46,4.1,7.2,0.565,3.1,3.6,0.842,1.8,4.6,6.4,6.5,1.7,0.2,2,3,19.9,,131,106
Solomon Hill\hillso01,PF,28,TOT,59,4,1088,4.8,12,0.396,2.7,7.4,0.368,2,4.6,0.439,1.7,2.3,0.741,1.3,5.9,7.1,4.5,1.9,0.5,2.2,3.7,14,,106,111
Solomon Hill\hillso01,PF,28,MEM,48,3,901,5,12.1,0.412,2.9,7.6,0.381,2.1,4.5,0.465,1.3,2,0.684,1.2,6.2,7.5,4.9,1.6,0.4,2.1,3.8,14.2,,109,112
Solomon Hill\hillso01,PF,28,MIA,11,1,187,3.7,11.7,0.311,1.8,6.3,0.292,1.8,5.5,0.333,3.7,4.2,0.875,1.3,4.2,5.5,2.6,3.1,1.3,2.9,3.1,12.8,,91,107
Jaylen Hoard\hoardja01,PF,20,POR,13,0,103,6.9,14.8,0.469,0,1.4,0,6.9,13.4,0.517,3.7,6,0.615,6.5,8.3,14.8,1.9,2.3,0,1.9,5.6,17.6,,113,113
Aaron Holiday\holidaa01,PG,23,IND,66,33,1617,7,16.9,0.414,2.6,6.6,0.394,4.4,10.3,0.427,2.2,2.6,0.851,0.7,4,4.7,6.8,1.7,0.5,2.6,3.6,18.8,,104,110
Jrue Holiday\holidjr01,SG,29,NOP,61,61,2117,10,22,0.455,2.7,7.6,0.353,7.3,14.4,0.509,2.8,4,0.709,1.7,4.7,6.4,8.9,2.2,1,4,3.2,25.5,,108,112
Justin Holiday\holidju01,SF,30,IND,73,6,1826,5.5,12.9,0.428,3.6,8.8,0.405,2,4.1,0.477,1.4,1.8,0.791,0.9,5.5,6.3,2.5,2.3,1.2,1.2,3.6,16,,114,107
Rondae Hollis-Jefferson\holliro01,PF,25,TOR,60,6,1122,6.6,13.9,0.471,0.1,1,0.13,6.4,13,0.497,4.5,6.1,0.734,4.7,7.3,12,4.5,2,1,2.5,4.9,17.7,,114,104
Richaun Holmes\holmeri01,C,26,SAC,44,38,1242,8.7,13.4,0.648,0,0,,8.7,13.4,0.648,3.6,4.6,0.788,5,9,14,1.6,1.6,2.2,2,6.6,21.1,,131,109
Rodney Hood\hoodro01,SF,27,POR,21,21,619,6.7,13.2,0.506,2.7,5.5,0.493,4,7.8,0.515,1.6,2.1,0.778,0.8,4.8,5.5,2.5,1.3,0.3,1.5,3.5,17.7,,121,117
Al Horford\horfoal01,C,33,PHI,67,61,2025,7.6,17,0.45,2.4,6.8,0.35,5.3,10.2,0.516,1.5,1.9,0.763,2.5,8.4,10.9,6.5,1.2,1.5,1.9,3.4,19.1,,115,109
Talen Horton-Tucker\hortota01,SG,19,LAL,6,1,81,8.2,17.6,0.467,2.3,7.6,0.308,5.9,10,0.588,1.2,2.3,0.5,1.2,2.9,4.1,3.5,4.7,0.6,3.5,5.9,20,,97,103
Danuel House\houseda01,SF,26,HOU,63,52,1913,5.6,13,0.427,3.1,8.6,0.363,2.4,4.5,0.549,1.8,2.2,0.811,1.4,5.1,6.5,2.1,1.6,0.8,1.3,3.2,16,,114,112
Dwight Howard\howardw01,C,34,LAL,69,2,1306,7.4,10.1,0.729,0.1,0.2,0.6,7.2,9.9,0.732,4,7.8,0.514,6.3,12.2,18.5,1.6,1.1,2.9,3.1,8.1,18.8,,125,103
William Howard\howarwi01,PF,26,HOU,2,0,13,0,14.2,0,0,14.2,0,0,0,,0,0,,0,7.1,7.1,3.6,0,0,3.6,3.6,0,,14,115
Kevin Huerter\huertke01,SG,21,ATL,56,48,1760,6.7,16.1,0.413,3.4,8.8,0.38,3.3,7.3,0.453,1.4,1.7,0.828,0.9,5.1,6,5.6,1.4,0.7,2.3,3.7,18.1,,107,116
De'Andre Hunter\huntede01,SF,22,ATL,63,62,2018,6.5,15.8,0.41,2.5,7,0.355,4,8.8,0.454,2.5,3.3,0.764,1,5.6,6.6,2.6,1,0.4,2.4,4.2,18,,100,117
Chandler Hutchison\hutchch01,SF,23,CHI,28,10,527,7.3,16,0.457,1.1,3.5,0.316,6.2,12.5,0.496,4.2,7.1,0.59,1.6,8.2,9.9,2.4,2.5,0.6,2.5,4.3,19.9,,101,108
Serge Ibaka\ibakase01,C,30,TOR,55,27,1485,11,21.5,0.512,2.2,5.8,0.385,8.7,15.6,0.559,2.9,4,0.718,3.7,10.8,14.5,2.5,0.9,1.5,3.5,4.9,27.1,,108,104
Andre Iguodala\iguodan01,SF,36,MIA,21,0,418,4.4,10.3,0.432,1.6,5.5,0.298,2.8,4.8,0.585,0.7,1.8,0.4,2,7.1,9.1,6,1.6,2.5,3,4.1,11.2,,101,107
Ersan ?lyasova\ilyaser01,PF,32,MIL,63,8,986,6.8,14.5,0.466,2.3,6.3,0.365,4.4,8.2,0.545,3.3,4,0.828,2.9,11.1,14,2.3,1.1,0.8,1.6,4.4,19.2,,119,102
Joe Ingles\inglejo01,PF,32,UTA,72,45,2137,5.6,12.6,0.445,3.2,8,0.399,2.4,4.6,0.525,1.7,2.1,0.787,0.6,5.7,6.3,8.5,1.5,0.3,3.2,3.5,16.1,,115,111
Brandon Ingram\ingrabr01,PF,22,NOP,62,62,2104,11.2,24.1,0.463,3.3,8.4,0.391,7.9,15.7,0.501,6.9,8.1,0.851,1.1,7.2,8.4,5.7,1.3,0.8,4.2,3.9,32.5,,112,112
Kyrie Irving\irvinky01,PG,27,BRK,20,20,658,14.3,29.9,0.478,4,10.2,0.394,10.3,19.7,0.522,6.8,7.3,0.922,1.6,5.8,7.4,9.2,1.9,0.7,3.7,3.8,39.4,,119,109
Jonathan Isaac\isaacjo01,PF,22,ORL,34,32,980,7.7,16.5,0.47,1.6,4.7,0.34,6.2,11.8,0.521,3,3.8,0.779,2.9,8.6,11.5,2.4,2.6,3.9,2.4,4.1,20.1,,107,103
Wesley Iwundu\iwundwe01,SF,25,ORL,52,21,953,5,11.9,0.416,1.4,4.2,0.341,3.5,7.7,0.457,4,5,0.804,1.2,5.5,6.7,3.1,1.3,0.7,1.3,4.1,15.3,,113,112
Frank Jackson\jacksfr01,PG,21,NOP,59,2,797,7.8,19.2,0.405,2.7,8.4,0.326,5.1,10.9,0.465,3.3,4.4,0.747,1.3,3.5,4.8,3.5,1,0.2,2.8,4.5,21.5,,100,116
Jaren Jackson Jr.\jacksja02,C,20,MEM,57,57,1622,10.2,21.7,0.469,4.2,10.6,0.394,6,11.1,0.54,4,5.4,0.747,1.6,6,7.5,2.2,1.2,2.6,2.8,6.7,28.5,,110,110
Josh Jackson\jacksjo02,SF,22,MEM,22,0,381,8.6,19.5,0.44,2.8,8.8,0.319,5.8,10.7,0.54,4.3,6.1,0.7,1.3,6.7,8.1,4.3,2.2,1.1,3.4,4.9,24.3,,103,109
Justin Jackson\jacksju01,PF,24,DAL,65,3,1045,6.2,15.8,0.396,2.2,7.5,0.294,4,8.2,0.489,1.9,2.3,0.84,1.2,5.9,7.1,2.4,0.7,0.5,0.6,3.2,16.6,,108,115
Reggie Jackson\jacksre01,SG-PG,29,TOT,31,16,743,8.7,21.2,0.411,3.7,9.4,0.393,5,11.8,0.425,2.9,3.5,0.833,1.1,4.9,6,8.2,0.8,0.3,3.3,3.8,24,,108,114
Reggie Jackson\jacksre01,PG,29,DET,14,10,381,9.8,25.6,0.384,4,10.6,0.378,5.8,15,0.388,3.4,4.3,0.788,1.4,3.9,5.3,9.3,1,0.1,3,2.7,27,,106,117
Reggie Jackson\jacksre01,SG,29,LAC,17,6,362,7.6,16.7,0.453,3.4,8.2,0.413,4.2,8.5,0.492,2.5,2.7,0.905,0.8,5.9,6.7,7.1,0.7,0.5,3.7,5,21,,111,111
Justin James\jamesju01,SF,23,SAC,36,0,232,7.3,17.6,0.417,1.9,6.1,0.31,5.4,11.5,0.473,2.1,4.4,0.476,1.3,5.4,6.7,3.8,1.3,1.9,1.7,3.6,18.6,,99,112
LeBron James\jamesle01,PG,35,LAL,67,67,2316,13.2,26.8,0.493,3,8.7,0.348,10.2,18,0.564,5.4,7.8,0.693,1.4,9.4,10.8,14,1.6,0.7,5.4,2.4,34.9,,116,106
Amile Jefferson\jeffeam01,PF,26,ORL,18,0,74,3.3,9.2,0.357,0,0,,3.3,9.2,0.357,3.3,9.2,0.357,6.6,8.6,15.1,2.6,0.7,2,2,4.6,9.9,,95,110
DaQuan Jeffries\jeffrda01,SG,22,SAC,13,0,141,6.9,13.8,0.5,1.7,6.2,0.278,5.2,7.6,0.682,1.7,2.1,0.833,1,5.2,6.2,2.4,1.4,0.3,0.7,6.5,17.2,,121,114
Ty Jerome\jeromty01,SG,22,PHO,31,0,328,5.5,16.3,0.336,2,7.2,0.28,3.5,9.1,0.381,1.7,2.3,0.75,1,5.6,6.6,6.4,2.2,0.4,2.6,4.2,14.7,,92,111
Alize Johnson\johnsal02,PF,23,IND,17,1,118,4.9,11.9,0.414,1.2,3.3,0.375,3.7,8.6,0.429,2.9,4.1,0.7,6.6,13.2,19.7,2.9,1.2,0.8,2.9,4.9,14,,108,105
B.J. Johnson\johnsbj01,SF,24,ORL,10,0,83,5.3,18.8,0.281,1.8,5.3,0.333,3.5,13.5,0.261,5.3,5.9,0.9,1.8,7,8.8,1.8,1.8,0,3.5,1.8,17.6,,81,111
Cameron Johnson\johnsca02,PF,23,PHO,57,9,1255,6.6,15.3,0.435,4,10.3,0.39,2.6,5,0.526,1.7,2.2,0.807,1.8,5.2,7.1,2.6,1.4,0.8,1.2,3.3,19,,117,113
James Johnson\johnsja01,PF-C,32,TOT,32,1,619,7.9,16.5,0.479,2.5,7,0.363,5.4,9.5,0.565,2.4,3.7,0.646,1.9,7.1,9.1,5.7,1.9,2.5,3.7,6.1,20.7,,107,108
James Johnson\johnsja01,PF,32,MIA,18,0,281,6.8,15.1,0.448,2.8,7.8,0.356,4,7.3,0.548,1.4,2.4,0.571,1.4,7.6,9,3.6,1,2.3,2.6,5.9,17.7,,103,109
James Johnson\johnsja01,C,32,MIN,14,1,338,8.8,17.6,0.5,2.3,6.3,0.37,6.5,11.3,0.573,3.2,4.7,0.676,2.3,6.7,9.1,7.3,2.6,2.6,4.5,6.3,23.1,,109,108
Keldon Johnson\johnske04,SF,20,SAS,17,1,301,8.4,14.1,0.596,2.1,3.5,0.591,6.4,10.6,0.597,5.6,7,0.795,1.6,7.5,9,2.4,2.2,0.3,2.1,4.4,24.4,,131,113
Stanley Johnson\johnsst04,PF,23,TOR,25,0,150,7,18.7,0.373,2.2,7.6,0.292,4.8,11.1,0.429,2.9,5.1,0.563,2.2,9.5,11.7,6.3,1.9,1.3,4.8,5.1,19,,90,103
Tyler Johnson\johnsty01,PG-SG,27,TOT,39,7,709,6.5,16.7,0.388,2.5,7.9,0.319,3.9,8.8,0.45,2.8,3.3,0.84,1.2,3.9,5.1,4.9,1.1,0.6,1.9,3.9,18.3,,105,114
Tyler Johnson\johnsty01,PG,27,PHO,31,3,515,6,15.7,0.38,2.2,7.6,0.289,3.8,8.1,0.466,2.2,2.9,0.75,0.9,3.9,4.8,4.6,1.1,0.7,2.2,4,16.4,,98,114
Tyler Johnson\johnsty01,SG,27,BRK,8,4,194,7.8,19.3,0.405,3.4,8.8,0.389,4.4,10.5,0.419,4.4,4.4,1,2,3.9,5.9,5.9,1,0.2,1.2,3.7,23.4,,121,113
Nikola Joki?\jokicni01,C,24,DEN,73,73,2336,12,22.7,0.528,1.7,5.4,0.314,10.3,17.3,0.594,5.2,6.4,0.817,3.5,11.5,15,10.8,1.8,0.9,4.8,4.7,30.8,,119,108
Damian Jones\jonesda03,C,24,ATL,55,27,887,6.4,9.4,0.68,0.1,0.5,0.222,6.3,8.9,0.704,3.3,4.4,0.738,3.9,6.9,10.8,1.8,1.4,2.1,1.5,7.8,16.1,,138,113
Derrick Jones Jr.\jonesde02,SF,22,MIA,59,16,1375,6.5,12.4,0.527,1.3,4.7,0.28,5.2,7.7,0.677,3.4,4.4,0.772,2.3,5.9,8.3,2.2,2.1,1.3,1.1,4.6,17.7,,126,109
Tyus Jones\jonesty01,PG,23,MEM,65,6,1232,7.5,16.3,0.459,1.8,4.7,0.379,5.7,11.6,0.492,1.6,2.2,0.741,0.3,3.6,3.9,10.8,2.2,0.2,2.1,1.7,18.3,,116,112
DeAndre Jordan\jordade01,C,31,BRK,56,6,1234,7.3,11,0.666,0,0,,7.3,11,0.666,3.2,4.7,0.68,5.4,16.1,21.5,4,0.7,2,2.8,4.4,17.8,,129,104
Cory Joseph\josepco01,PG,28,SAC,72,26,1759,4.7,11.4,0.415,1.5,4.4,0.352,3.2,7,0.455,1.7,1.9,0.857,1.2,4,5.2,6.9,1.5,0.6,2.2,3.7,12.6,,110,114
Mfiondu Kabengele\kabenmf01,C,22,LAC,12,0,64,10.3,23.6,0.438,6.6,14.8,0.45,3.7,8.9,0.417,3.7,3.7,1,0.7,7.4,8.1,1.5,1.5,1.5,1.5,6.6,31,,119,107
Frank Kaminsky\kaminfr01,C,26,PHO,39,13,777,8.4,18.7,0.45,2.5,7.6,0.331,5.9,11.2,0.53,3.7,5.5,0.678,2.1,8.6,10.7,4.6,0.9,0.6,2.3,4.6,23,,110,112
Enes Kanter\kanteen01,C,27,BOS,58,7,983,9.8,17.1,0.572,0,0.3,0.143,9.7,16.7,0.581,3.4,4.9,0.707,8,13.2,21.2,2.7,1.1,2,2.7,4.9,23,,123,104
Luke Kennard\kennalu01,SG,23,DET,28,25,922,8.1,18.2,0.442,3.9,9.8,0.399,4.2,8.5,0.491,3.6,4,0.893,0.5,4.7,5.2,6.1,0.6,0.3,2.3,3.5,23.6,,117,117
Stanton Kidd\kiddst01,SG,27,UTA,4,0,15,0,9.7,0,0,3.2,0,0,6.5,0,0,0,,0,9.7,9.7,3.2,0,0,6.5,9.7,0,,13,112
Michael Kidd-Gilchrist\kiddgmi01,PF,26,TOT,25,0,281,3.9,11.6,0.333,0.9,3.5,0.25,3,8.1,0.37,1.9,2.5,0.786,2.5,9.3,11.8,2.5,0.4,1.1,2.8,6.5,10.5,,85,113
Michael Kidd-Gilchrist\kiddgmi01,PF,26,CHO,12,0,160,5.6,16.6,0.34,1.6,5.3,0.294,4.1,11.3,0.361,2.2,2.8,0.778,2.8,8.1,11,3.1,0,0.9,2.2,5.6,15,,91,115
Michael Kidd-Gilchrist\kiddgmi01,PF,26,DAL,13,0,121,1.6,5.2,0.308,0,1.2,0,1.6,4,0.4,1.6,2,0.8,2,10.8,12.8,1.6,0.8,1.2,3.6,7.6,4.8,,71,110
Louis King\kinglo02,SF,20,DET,10,0,62,6.3,16.7,0.381,3.2,8.7,0.364,3.2,7.9,0.4,0,2.4,0,0.8,7.1,7.9,4,1.6,0,1.6,7.9,15.9,,93,113
Maxi Kleber\klebima01,PF,28,DAL,74,21,1890,6.1,13.1,0.461,3,8.2,0.373,3,5,0.605,2,2.4,0.849,2.9,7.1,9.9,2.3,0.6,2.1,1.5,4.5,17.2,,122,112
Brandon Knight\knighbr03,SG-PG,28,TOT,25,3,462,6.2,17.7,0.353,4.8,13.9,0.344,1.5,3.8,0.389,2.1,3.6,0.588,0.4,3.9,4.3,7.3,1.1,0.3,4,4.2,19.4,,98,117
Brandon Knight\knighbr03,SG,28,CLE,16,0,241,5.7,17.4,0.326,3.8,12.9,0.297,1.8,4.4,0.409,0.8,2.6,0.308,0.6,3.4,4,6.3,1,0.4,3.2,4,15.9,,89,119
Brandon Knight\knighbr03,PG,28,DET,9,3,221,6.9,18,0.383,5.8,14.9,0.388,1.1,3.1,0.357,3.6,4.7,0.762,0.2,4.5,4.7,8.5,1.1,0.2,4.9,4.5,23.1,,106,116
Kevin Knox\knoxke01,SF,20,NYK,65,4,1166,6,16.7,0.359,2.7,8.3,0.327,3.3,8.4,0.391,2.8,4.2,0.653,1.2,6.5,7.7,2.5,1,1.2,1.9,4.4,17.5,,97,114
John Konchar\konchjo01,SG,23,MEM,19,0,181,6.2,9.5,0.649,1.3,2.6,0.5,4.9,7,0.704,0.3,0.5,0.5,4.6,7.5,12.1,5.7,1.8,0.8,1.8,1.8,13.9,,140,110
Furkan Korkmaz\korkmfu01,SG,22,PHI,72,12,1559,7.5,17.5,0.43,4.4,11.1,0.402,3.1,6.4,0.478,2.4,3.2,0.755,0.6,4.7,5.2,2.5,1.3,0.5,1.8,3,21.9,,111,112
Luke Kornet\kornelu01,C,24,CHI,36,14,559,7.1,16.1,0.439,2.7,9.3,0.287,4.4,6.8,0.646,1.7,2.4,0.714,1.9,5.3,7.2,2.8,0.9,2.2,1.2,4.7,18.5,,112,111
Kyle Korver\korveky01,SF,38,MIL,58,1,960,6,13.9,0.43,4.7,11.3,0.418,1.3,2.7,0.482,1.7,2,0.854,0.7,5.1,5.8,3.2,1.2,0.6,2.3,3.7,18.4,,113,106
Rodions Kurucs\kurucro01,PF,21,BRK,47,9,684,5.5,12.2,0.446,2.3,6.2,0.367,3.2,6,0.529,1.7,2.6,0.632,1.7,7.7,9.5,3.5,1.7,0.3,3.2,6.2,14.9,,101,109
Kyle Kuzma\kuzmaky01,PF,24,LAL,61,9,1526,9.1,20.8,0.436,2.7,8.5,0.316,6.4,12.3,0.518,3.6,4.8,0.735,1.6,6.9,8.5,2.5,0.9,0.8,2.8,3.9,24.4,,103,109
Skal Labissière\labissk01,C,23,POR,33,1,567,6.8,12.4,0.551,0.3,1.1,0.231,6.6,11.3,0.582,2.1,2.8,0.758,5.5,8.7,14.2,3.5,0.6,2.6,2.5,7.5,16,,121,113
Jeremy Lamb\lambje01,SG,27,IND,46,42,1291,8.1,18,0.451,2,5.9,0.335,6.1,12.1,0.508,3.5,4.1,0.836,0.9,6.6,7.5,3.6,2.1,0.8,1.9,3.9,21.7,,108,107
Romeo Langford\langfro01,SG,20,BOS,32,2,370,3.7,10.4,0.35,0.7,3.5,0.185,3,6.9,0.434,2.3,3.3,0.72,2,3.4,5.3,1.7,1,1,1.4,4.3,10.3,,95,111
Zach LaVine\lavinza01,SG,24,CHI,60,60,2085,12.5,27.7,0.45,4.3,11.2,0.38,8.2,16.5,0.497,6.2,7.7,0.802,0.9,5.7,6.7,5.9,2,0.6,4.8,3,35.3,,106,110
Vic Law\lawvi01,PF,24,ORL,8,0,62,4.7,14.1,0.333,0.8,5.5,0.143,3.9,8.6,0.455,1.6,4.7,0.333,1.6,7.1,8.6,2.4,1.6,0,1.6,4.7,11.8,,79,111
